,class,firstutterance,noun,nounGerman,nounclass,predicate,predicateGerman,response,slide_number,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
7,texture,ist ,cheese,K&auml;se,food,soft,weich,0.34,10,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
8,shape,ist ,cheese,K&auml;se,food,round,rund,0.12,11,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
9,size,ist nicht,desk,Schreibtisch,furniture,tiny,winzig,0.11,12,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
10,color,ist ,chair,Stuhl,furniture,brown,braun,0.11,13,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
11,age,ist nicht,TV,Fernsehen,furniture,new,neu,0.33,14,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
12,texture,ist ,couch,Couch,furniture,hard,hart,0.71,15,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
13,size,ist ,carrot,Karotte,food,long,lang,0.67,16,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
14,color,ist nicht,tomato,Tomate,food,blue,blau,0.07,17,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
15,size,ist ,apple,Apfel,food,short,kurz,0.86,18,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
16,shape,ist ,tomato,Tomate,food,square,quadratisch,0.1,19,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
17,color,ist nicht,fan,Ventilator,furniture,green,gr&uuml;n,0.05,20,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
18,quality,ist ,fan,Ventilator,furniture,bad,schlecht,0.87,21,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
19,size,ist nicht,chair,Stuhl,furniture,small,klein,0.23,22,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
20,color,ist nicht,apple,Apfel,food,purple,purpur,0.61,23,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
21,age,ist ,banana,Banane,food,rotten,faul,0.16,24,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
22,age,ist ,apple,Apfel,food,old,alt,0.85,25,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
23,color,ist nicht,tomato,Tomate,food,red,rot,0.07,26,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
24,quality,ist ,couch,Couch,furniture,good,gut,0.9,27,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
25,color,ist nicht,fan,Ventilator,furniture,yellow,gelb,0.09,28,Deutsch,32,Male,3,,Safari,Mac,800,1280,4.962516666666667,31,Yes
0,size,ist ,cheese,K&auml;se,food,huge,riesig,0.81,3,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
1,color,ist nicht,banana,Banane,food,green,gr&uuml;n,0.14,4,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
2,texture,ist nicht,apple,Apfel,food,smooth,glatt,0.21,5,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
3,nationality,ist nicht,couch,Couch,furniture,German,deutsch,0.03,6,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
4,size,ist nicht,fan,Ventilator,furniture,long,lang,0.84,7,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
5,age,ist ,carrot,Karotte,food,old,alt,0.77,8,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
6,color,ist ,chair,Stuhl,furniture,purple,purpur,0.05,9,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
7,texture,ist ,apple,Apfel,food,hard,hart,0.91,10,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
8,shape,ist nicht,TV,Fernsehen,furniture,square,quadratisch,0.0,11,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
9,age,ist nicht,couch,Couch,furniture,rotten,faul,0.89,12,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
10,texture,ist nicht,couch,Couch,furniture,soft,weich,0.87,13,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
11,size,ist ,tomato,Tomate,food,small,klein,0.84,14,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
12,age,ist nicht,cheese,K&auml;se,food,fresh,frisch,0.81,15,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
13,color,ist ,fan,Ventilator,furniture,brown,braun,0.03,16,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
14,age,ist nicht,apple,Apfel,food,new,neu,0.89,17,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
15,size,ist nicht,apple,Apfel,food,short,kurz,0.81,18,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
16,color,ist nicht,cheese,K&auml;se,food,yellow,gelb,0.0,19,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
17,nationality,ist ,TV,Fernsehen,furniture,French,franz&ouml;sisch,0.05,20,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
18,size,ist ,desk,Schreibtisch,furniture,big,gro&szlig;,0.9,21,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
19,color,ist ,apple,Apfel,food,red,rot,0.01,22,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
20,size,ist ,TV,Fernsehen,furniture,tiny,winzig,0.84,23,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
21,color,ist ,couch,Couch,furniture,blue,blau,0.04,24,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
22,shape,ist ,banana,Banane,food,round,rund,0.02,25,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
23,nationality,ist nicht,banana,Banane,food,American,americanisch,0.03,26,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
24,quality,ist ,desk,Schreibtisch,furniture,bad,schlecht,0.97,27,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
25,quality,ist ,couch,Couch,furniture,good,gut,0.97,28,Deutsch,32,Female,2,,Chrome,Windows,768,1366,4.537583333333333,32,Yes
0,nationality,ist nicht,chair,Stuhl,furniture,American,americanisch,0.82,3,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
1,size,ist nicht,desk,Schreibtisch,furniture,small,klein,0.68,4,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
2,size,ist nicht,banana,Banane,food,long,lang,0.31,5,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
3,nationality,ist nicht,TV,Fernsehen,furniture,French,franz&ouml;sisch,0.11,6,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
4,color,ist ,cheese,K&auml;se,food,purple,purpur,0.23,7,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
5,age,ist ,banana,Banane,food,fresh,frisch,0.12,8,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
6,texture,ist nicht,fan,Ventilator,furniture,soft,weich,0.29,9,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
7,color,ist ,carrot,Karotte,food,brown,braun,0.24,10,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
8,age,ist ,couch,Couch,furniture,rotten,faul,0.61,11,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
9,quality,ist nicht,tomato,Tomate,food,bad,schlecht,0.23,12,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
10,size,ist nicht,fan,Ventilator,furniture,short,kurz,0.29,13,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
11,color,ist nicht,banana,Banane,food,yellow,gelb,0.16,14,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
12,shape,ist nicht,apple,Apfel,food,round,rund,0.43,15,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
13,color,ist ,cheese,K&auml;se,food,red,rot,0.25,16,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
14,size,ist nicht,banana,Banane,food,big,gro&szlig;,0.62,17,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
15,texture,ist nicht,TV,Fernsehen,furniture,hard,hart,0.17,18,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
16,age,ist nicht,TV,Fernsehen,furniture,old,alt,0.36,19,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
17,texture,ist ,chair,Stuhl,furniture,smooth,glatt,0.33,20,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
18,quality,ist nicht,desk,Schreibtisch,furniture,good,gut,0.52,21,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
19,shape,ist nicht,tomato,Tomate,food,square,quadratisch,0.17,22,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
20,color,ist nicht,cheese,K&auml;se,food,green,gr&uuml;n,0.13,23,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
21,nationality,ist ,cheese,K&auml;se,food,German,deutsch,0.82,24,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
22,color,ist ,couch,Couch,furniture,blue,blau,0.13,25,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
23,size,ist nicht,apple,Apfel,food,huge,riesig,0.68,26,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
24,size,ist ,fan,Ventilator,furniture,tiny,winzig,0.42,27,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
25,age,ist ,desk,Schreibtisch,furniture,new,neu,0.25,28,deutsch,24,Male,1,,Chrome,Windows,1080,1920,4.057133333333334,33,Yes
0,color,ist ,chair,Stuhl,furniture,yellow,gelb,1.0,3,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
1,nationality,ist nicht,chair,Stuhl,furniture,French,franz&ouml;sisch,0.0,4,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
2,size,ist nicht,carrot,Karotte,food,huge,riesig,0.29,5,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
3,shape,ist nicht,cheese,K&auml;se,food,round,rund,0.63,6,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
4,quality,ist ,TV,Fernsehen,furniture,bad,schlecht,0.78,7,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
5,color,ist nicht,apple,Apfel,food,purple,purpur,0.21,8,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
6,color,ist nicht,carrot,Karotte,food,red,rot,0.19,9,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
7,nationality,ist nicht,cheese,K&auml;se,food,German,deutsch,0.24,10,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
8,texture,ist ,chair,Stuhl,furniture,smooth,glatt,0.78,11,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
9,size,ist ,TV,Fernsehen,furniture,long,lang,0.16,12,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
10,size,ist ,apple,Apfel,food,tiny,winzig,0.3,13,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
11,age,ist nicht,tomato,Tomate,food,new,neu,0.84,14,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
12,color,ist ,fan,Ventilator,furniture,blue,blau,0.21,15,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
13,nationality,ist ,apple,Apfel,food,American,americanisch,0.5,16,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
14,size,ist nicht,chair,Stuhl,furniture,big,gro&szlig;,0.24,17,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
15,shape,ist ,TV,Fernsehen,furniture,square,quadratisch,0.0,18,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
16,texture,ist ,TV,Fernsehen,furniture,hard,hart,0.79,19,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
17,age,ist ,tomato,Tomate,food,rotten,faul,0.1,20,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
18,age,ist nicht,fan,Ventilator,furniture,old,alt,0.08,21,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
19,color,ist ,apple,Apfel,food,green,gr&uuml;n,0.15,22,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
20,texture,ist ,banana,Banane,food,soft,weich,0.21,23,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
21,size,ist nicht,couch,Couch,furniture,small,klein,0.79,24,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
22,quality,ist nicht,couch,Couch,furniture,good,gut,1.0,25,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
23,size,ist ,cheese,K&auml;se,food,short,kurz,0.3,26,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
24,color,ist ,tomato,Tomate,food,brown,braun,0.24,27,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
25,age,ist ,desk,Schreibtisch,furniture,fresh,frisch,0.7,28,Deutsch,30,Male,3,,Chrome,Windows,1440,2560,5.7112,34,Yes
0,color,ist ,chair,Stuhl,furniture,purple,purpur,0.04,3,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
1,nationality,ist nicht,cheese,K&auml;se,food,German,deutsch,0.02,4,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
2,size,ist nicht,desk,Schreibtisch,furniture,tiny,winzig,0.99,5,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
3,quality,ist ,desk,Schreibtisch,furniture,bad,schlecht,1.0,6,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
4,color,ist nicht,couch,Couch,furniture,brown,braun,0.0,7,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
5,size,ist ,tomato,Tomate,food,small,klein,1.0,8,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
6,size,ist ,couch,Couch,furniture,huge,riesig,0.99,9,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
7,color,ist ,banana,Banane,food,red,rot,0.0,10,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
8,quality,ist nicht,tomato,Tomate,food,good,gut,0.97,11,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
9,shape,ist ,fan,Ventilator,furniture,round,rund,0.03,12,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
10,size,ist nicht,apple,Apfel,food,long,lang,0.97,13,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
11,size,ist ,desk,Schreibtisch,furniture,big,gro&szlig;,0.95,14,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
12,age,ist nicht,fan,Ventilator,furniture,rotten,faul,0.02,15,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
13,texture,ist ,banana,Banane,food,soft,weich,0.98,16,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
14,nationality,ist nicht,tomato,Tomate,food,French,franz&ouml;sisch,0.01,17,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
15,age,ist ,cheese,K&auml;se,food,fresh,frisch,0.99,18,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
16,age,ist ,desk,Schreibtisch,furniture,new,neu,0.01,19,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
17,color,ist nicht,carrot,Karotte,food,yellow,gelb,0.01,20,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
18,texture,ist ,cheese,K&auml;se,food,hard,hart,0.66,21,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
19,color,ist ,fan,Ventilator,furniture,green,gr&uuml;n,0.03,22,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
20,nationality,ist ,carrot,Karotte,food,American,americanisch,0.02,23,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
21,shape,ist nicht,banana,Banane,food,square,quadratisch,0.02,24,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
22,texture,ist ,banana,Banane,food,smooth,glatt,0.03,25,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
23,size,ist ,chair,Stuhl,furniture,short,kurz,0.97,26,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
24,color,ist ,carrot,Karotte,food,blue,blau,0.01,27,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
25,age,ist nicht,cheese,K&auml;se,food,old,alt,0.94,28,deutsch,29,Male,2,,Chrome,Windows,1080,1920,2.8396166666666667,35,Yes
0,size,ist nicht,chair,Stuhl,furniture,long,lang,0.31,3,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
1,age,ist ,couch,Couch,furniture,fresh,frisch,0.4,4,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
2,nationality,ist ,couch,Couch,furniture,German,deutsch,0.28,5,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
3,color,ist nicht,apple,Apfel,food,red,rot,0.03,6,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
4,age,ist ,tomato,Tomate,food,old,alt,0.17,7,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
5,age,ist ,cheese,K&auml;se,food,new,neu,0.6,8,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
6,quality,ist ,couch,Couch,furniture,bad,schlecht,0.91,9,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
7,quality,ist nicht,cheese,K&auml;se,food,good,gut,0.91,10,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
8,color,ist nicht,banana,Banane,food,yellow,gelb,0.19,11,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
9,texture,ist nicht,couch,Couch,furniture,smooth,glatt,0.21,12,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
10,nationality,ist nicht,apple,Apfel,food,American,americanisch,0.19,13,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
11,nationality,ist nicht,couch,Couch,furniture,French,franz&ouml;sisch,0.1,14,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
12,shape,ist ,cheese,K&auml;se,food,square,quadratisch,0.21,15,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
13,size,ist ,cheese,K&auml;se,food,tiny,winzig,0.17,16,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
14,color,ist nicht,couch,Couch,furniture,purple,purpur,0.51,17,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
15,size,ist nicht,couch,Couch,furniture,small,klein,0.73,18,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
16,age,ist nicht,chair,Stuhl,furniture,rotten,faul,0.58,19,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
17,size,ist nicht,TV,Fernsehen,furniture,big,gro&szlig;,0.6,20,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
18,color,ist ,couch,Couch,furniture,blue,blau,0.17,21,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
19,size,ist nicht,desk,Schreibtisch,furniture,huge,riesig,0.73,22,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
20,size,ist nicht,fan,Ventilator,furniture,short,kurz,0.58,23,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
21,color,ist ,fan,Ventilator,furniture,brown,braun,0.08,24,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
22,color,ist nicht,banana,Banane,food,green,gr&uuml;n,0.47,25,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
23,texture,ist nicht,cheese,K&auml;se,food,soft,weich,0.5,26,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
24,texture,ist nicht,couch,Couch,furniture,hard,hart,0.69,27,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
25,shape,ist ,desk,Schreibtisch,furniture,round,rund,0.29,28,Deutsch,22,Male,2,,Chrome,Linux,740,360,4.344283333333333,36,Yes
0,texture,ist ,chair,Stuhl,furniture,hard,hart,1.0,3,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
1,color,ist ,chair,Stuhl,furniture,brown,braun,0.23,4,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
2,texture,ist ,desk,Schreibtisch,furniture,smooth,glatt,0.0,5,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
3,texture,ist ,cheese,K&auml;se,food,soft,weich,0.0,6,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
4,age,ist nicht,cheese,K&auml;se,food,new,neu,0.54,7,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
5,color,ist ,apple,Apfel,food,green,gr&uuml;n,0.22,8,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
6,nationality,ist nicht,tomato,Tomate,food,French,franz&ouml;sisch,0.0,9,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
7,color,ist nicht,tomato,Tomate,food,yellow,gelb,0.2,10,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
8,nationality,ist nicht,cheese,K&auml;se,food,German,deutsch,0.0,11,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
9,quality,ist ,apple,Apfel,food,good,gut,1.0,12,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
10,quality,ist nicht,apple,Apfel,food,bad,schlecht,1.0,13,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
